일시,총 매출금액,총 주문건수,년,월,일,평균기온(℃),평균풍속(m/s),강수량(mm),holiday,배달의민족,요기요,전화,기타,배민1,쿠팡이츠,년월
2024-04-05,1249500,36,2024,4,5,12.3,1.1,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-06,1462300,48,2024,4,6,11.5,1.3,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-07,1493100,53,2024,4,7,14.4,1.1,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-08,804500,27,2024,4,8,15.9,1.1,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-09,1471900,49,2024,4,9,13.0,1.9,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-10,1059300,39,2024,4,10,12.7,1.7,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-11,381500,14,2024,4,11,11.8,0.9,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-12,1171000,41,2024,4,12,14.4,1.2,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-13,1315200,47,2024,4,13,15.7,1.2,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-14,1817300,61,2024,4,14,16.5,1.9,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-15,1042200,36,2024,4,15,15.1,2.0,31.1,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-16,1322100,38,2024,4,16,15.3,2.3,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-17,585700,19,2024,4,17,13.5,1.2,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-19,1196200,40,2024,4,19,16.7,1.5,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-20,2007800,69,2024,4,20,13.2,1.7,16.6,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-21,1487500,49,2024,4,21,14.3,0.5,1.5,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-22,894200,26,2024,4,22,14.5,0.8,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-23,1504800,45,2024,4,23,13.2,1.1,2.3,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-24,875600,30,2024,4,24,13.2,2.4,2.3,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-26,2057100,49,2024,4,26,15.3,0.9,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-27,1433400,51,2024,4,27,17.2,1.3,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-28,1740000,56,2024,4,28,17.5,1.2,0.0,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-29,1308200,43,2024,4,29,14.9,0.6,43.6,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-04-30,1697600,55,2024,4,30,16.8,2.1,0.3,0.0,561,169.0,148,37,178.0,51.0,2024-04
2024-05-01,1947300,47,2024,5,1,13.1,1.2,7.3,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-02,750300,25,2024,5,2,14.0,1.1,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-03,2374100,58,2024,5,3,15.7,1.3,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-04,2055800,66,2024,5,4,16.7,1.2,0.6,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-05,2315700,72,2024,5,5,17.2,3.1,154.1,1.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-06,960200,34,2024,5,6,14.9,1.8,4.7,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-07,1911900,57,2024,5,7,13.2,1.1,2.6,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-08,1273000,35,2024,5,8,13.2,1.1,0.7,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-10,1313500,43,2024,5,10,16.0,1.7,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-11,1799800,46,2024,5,11,17.0,1.6,9.5,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-12,1616400,54,2024,5,12,16.5,3.0,8.9,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-13,609000,20,2024,5,13,15.7,1.8,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-14,1617600,55,2024,5,14,16.4,1.1,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-15,1837300,63,2024,5,15,13.8,3.0,1.6,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-17,988300,33,2024,5,17,15.7,1.4,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-18,2014700,63,2024,5,18,16.6,1.2,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-19,1270300,46,2024,5,19,18.8,1.2,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-20,1126500,33,2024,5,20,19.3,1.7,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-21,1834000,46,2024,5,21,18.2,1.6,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-22,1088400,32,2024,5,22,19.0,1.1,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-24,1696800,52,2024,5,24,20.3,1.9,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-25,1631600,53,2024,5,25,18.0,1.4,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-26,1965100,68,2024,5,26,17.1,1.2,9.7,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-27,1264400,35,2024,5,27,18.5,3.3,0.1,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-28,1656400,43,2024,5,28,18.3,2.0,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-29,1108300,33,2024,5,29,18.5,1.1,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-05-31,1411800,51,2024,5,31,19.8,2.3,0.0,0.0,557,158.0,184,45,187.0,132.0,2024-05
2024-06-01,1474400,50,2024,6,1,18.6,3.5,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-02,1944300,67,2024,6,2,18.4,2.5,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-04,1557900,44,2024,6,4,18.2,1.3,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-05,1452100,44,2024,6,5,18.6,1.2,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-06,1222900,45,2024,6,6,17.7,1.1,0.0,1.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-07,1126700,40,2024,6,7,19.0,1.2,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-08,1622000,61,2024,6,8,17.8,0.8,21.6,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-09,1619900,59,2024,6,9,20.9,1.3,0.2,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-10,937000,30,2024,6,10,22.3,1.6,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-11,1562900,52,2024,6,11,22.4,1.2,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-12,1363100,42,2024,6,12,22.4,1.3,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-13,348600,1,2024,6,13,23.1,1.1,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-15,1925500,67,2024,6,15,23.8,1.7,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-16,1335900,50,2024,6,16,22.5,2.7,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-17,1478600,44,2024,6,17,19.1,0.6,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-18,1276900,46,2024,6,18,23.9,2.8,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-19,1387900,47,2024,6,19,23.2,1.4,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-20,1255100,45,2024,6,20,19.4,1.3,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-21,1284500,48,2024,6,21,22.5,1.3,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-22,1915600,70,2024,6,22,22.2,1.0,44.5,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-23,1956900,70,2024,6,23,22.9,1.5,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-24,802300,31,2024,6,24,22.5,1.5,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-25,1239200,41,2024,6,25,21.5,2.4,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-26,1006400,34,2024,6,26,20.4,1.3,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-28,1746400,57,2024,6,28,22.4,1.2,0.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-29,1952800,66,2024,6,29,21.7,1.2,70.2,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-06-30,1661000,60,2024,6,30,23.6,1.3,105.0,0.0,534,153.0,137,53,162.0,272.0,2024-06
2024-07-01,840400,31,2024,7,1,24.6,1.3,0.2,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-02,1098700,40,2024,7,2,24.4,1.7,17.6,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-03,1301900,46,2024,7,3,25.8,2.0,5.7,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-05,1864000,55,2024,7,5,25.5,1.9,1.3,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-06,1887600,62,2024,7,6,25.4,1.8,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-07,1730900,58,2024,7,7,25.9,1.9,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-09,1582600,48,2024,7,9,24.6,0.9,1.1,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-10,1133200,41,2024,7,10,24.1,2.3,27.1,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-11,1342100,45,2024,7,11,22.7,1.5,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-12,1880600,54,2024,7,12,23.9,1.7,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-13,1685500,59,2024,7,13,23.1,1.5,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-14,1826900,64,2024,7,14,22.4,1.1,12.3,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-16,2038700,51,2024,7,16,22.1,0.9,111.9,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-17,1669000,42,2024,7,17,24.6,0.9,5.8,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-18,1144500,36,2024,7,18,25.2,1.2,2.9,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-19,1508700,52,2024,7,19,23.6,0.9,20.6,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-20,1292000,45,2024,7,20,25.5,1.0,1.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-21,1616300,55,2024,7,21,26.2,1.4,15.6,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-22,853400,18,2024,7,22,26.7,1.4,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-23,1453400,45,2024,7,23,26.8,1.3,0.6,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-24,1271100,39,2024,7,24,26.4,1.0,18.3,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-25,1739800,58,2024,7,25,26.7,1.6,5.7,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-26,1474800,53,2024,7,26,25.7,2.8,24.6,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-27,1543300,54,2024,7,27,26.0,2.1,18.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-28,2260600,61,2024,7,28,26.8,1.8,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-30,1716900,55,2024,7,30,26.6,1.9,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-07-31,1353800,39,2024,7,31,26.5,1.0,0.0,0.0,551,140.0,130,66,160.0,259.0,2024-07
2024-08-01,1176000,35,2024,8,1,26.6,1.1,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-02,1434800,51,2024,8,2,28.0,0.9,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-03,1528000,53,2024,8,3,28.5,1.3,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-04,2165900,78,2024,8,4,28.1,1.2,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-06,1621800,59,2024,8,6,26.3,1.1,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-07,1866300,67,2024,8,7,27.3,1.1,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-08,1220900,41,2024,8,8,26.3,1.4,1.8,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-09,1415900,49,2024,8,9,25.9,1.1,16.6,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-10,1155100,40,2024,8,10,26.4,1.1,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-11,2339000,83,2024,8,11,25.9,1.2,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-13,1788000,60,2024,8,13,25.9,0.9,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-14,1996600,67,2024,8,14,26.5,1.0,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-15,1028500,35,2024,8,15,25.8,1.1,14.0,1.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-16,1175500,42,2024,8,16,25.3,1.2,0.1,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-17,2240000,73,2024,8,17,25.1,0.9,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-18,1480600,52,2024,8,18,25.4,1.0,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-19,769500,28,2024,8,19,26.3,0.9,0.2,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-20,1286700,43,2024,8,20,26.3,2.1,29.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-21,1612800,42,2024,8,21,26.4,1.4,23.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-23,1171200,41,2024,8,23,25.7,1.0,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-24,1800700,59,2024,8,24,26.1,0.9,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-25,1923700,68,2024,8,25,26.2,0.8,3.1,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-26,972800,34,2024,8,26,25.6,0.8,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-27,1567900,52,2024,8,27,25.5,0.7,2.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-28,1202200,44,2024,8,28,25.6,1.5,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-30,1503400,51,2024,8,30,26.3,2.5,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-08-31,2281900,84,2024,8,31,24.8,2.4,0.0,0.0,530,151.0,193,88,157.0,312.0,2024-08
2024-09-01,1706300,60,2024,9,1,24.3,1.0,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-02,936800,35,2024,9,2,24.4,0.8,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-03,1340000,41,2024,9,3,23.8,1.0,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-04,1225000,43,2024,9,4,22.9,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-06,1533900,56,2024,9,6,24.3,0.6,23.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-07,2184700,72,2024,9,7,24.2,0.8,0.1,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-08,2023500,68,2024,9,8,25.3,0.8,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-10,1659400,55,2024,9,10,26.0,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-11,1399300,43,2024,9,11,24.6,0.5,52.5,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-12,951400,34,2024,9,12,26.0,0.9,1.9,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-13,1486500,49,2024,9,13,25.9,1.0,0.4,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-14,1910600,63,2024,9,14,26.2,0.7,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-15,1968000,64,2024,9,15,26.3,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-16,2580400,78,2024,9,16,26.5,1.2,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-17,3092200,98,2024,9,17,27.3,0.9,9.3,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-18,1386800,43,2024,9,18,26.7,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-21,1094600,35,2024,9,21,23.4,1.4,174.4,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-22,1983400,69,2024,9,22,20.9,0.7,2.4,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-23,1098000,35,2024,9,23,19.3,0.8,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-24,1371500,43,2024,9,24,18.7,0.9,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-25,1668700,37,2024,9,25,20.5,0.9,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-26,916400,19,2024,9,26,21.7,0.8,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-27,989500,32,2024,9,27,21.1,1.4,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-28,1560500,49,2024,9,28,20.7,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-29,1898700,58,2024,9,29,19.8,1.0,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-10-01,1775900,58,2024,10,1,17.8,2.2,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-02,1445100,50,2024,10,2,14.8,2.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-03,1643500,56,2024,10,3,13.1,2.2,10.0,1.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-04,1487500,48,2024,10,4,14.7,1.2,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-05,2188500,63,2024,10,5,15.3,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-06,1695500,55,2024,10,6,14.4,0.8,5.3,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-07,940100,30,2024,10,7,15.2,1.8,3.3,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-08,1463700,43,2024,10,8,16.6,1.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-09,1511100,48,2024,10,9,15.7,0.7,0.0,1.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-10,512300,17,2024,10,10,16.5,1.0,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-11,1779000,56,2024,10,11,15.6,0.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-12,1596200,58,2024,10,12,14.9,0.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-13,2130200,73,2024,10,13,15.3,1.0,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-15,1801300,63,2024,10,15,18.9,0.9,1.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-16,1213100,36,2024,10,16,18.5,1.1,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-17,1692200,34,2024,10,17,16.5,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-18,1417300,46,2024,10,18,18.7,0.6,12.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-19,1222700,41,2024,10,19,18.0,1.7,1.6,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-20,2043000,61,2024,10,20,12.2,1.5,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-21,1453500,39,2024,10,21,14.1,0.6,4.5,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-22,1349400,47,2024,10,22,17.9,0.9,60.3,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-23,1607100,46,2024,10,23,13.3,3.3,0.4,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-25,1800300,55,2024,10,25,11.6,0.5,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-26,2151300,70,2024,10,26,13.7,0.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-27,2300200,64,2024,10,27,13.7,1.0,0.2,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-29,1524200,44,2024,10,29,14.3,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-30,2130000,32,2024,10,30,13.3,1.1,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-31,1623000,33,2024,10,31,13.2,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-11-01,2219800,63,2024,11,1,12.7,0.9,41.3,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-02,2214900,67,2024,11,2,15.3,1.8,13.6,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-03,2623700,88,2024,11,3,12.6,0.6,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-05,1201000,32,2024,11,5,10.3,4.0,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-06,2121500,54,2024,11,6,8.1,3.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-07,1623100,44,2024,11,7,7.6,0.6,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-08,1792900,46,2024,11,8,10.2,0.6,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-09,1691900,59,2024,11,9,11.0,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-10,1967700,65,2024,11,10,10.9,0.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-12,1427400,44,2024,11,12,11.9,2.0,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-13,1004500,35,2024,11,13,10.6,0.8,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-14,1319700,44,2024,11,14,11.5,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-15,1978000,58,2024,11,15,13.0,0.8,0.1,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-16,1624900,51,2024,11,16,16.1,1.0,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-17,2026100,68,2024,11,17,10.8,4.4,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-19,1876400,58,2024,11,19,5.2,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-20,1452300,49,2024,11,20,8.0,2.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-21,1483100,45,2024,11,21,7.5,1.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-22,1481500,44,2024,11,22,7.3,2.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-23,2204200,70,2024,11,23,4.2,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-24,2193800,77,2024,11,24,5.9,0.5,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-25,601700,4,2024,11,25,8.7,1.8,1.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-26,1547500,48,2024,11,26,8.2,4.0,29.2,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-27,1532500,52,2024,11,27,2.1,2.9,6.6,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-29,2160700,55,2024,11,29,3.3,2.1,6.6,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-30,2140600,68,2024,11,30,5.0,2.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-12-01,1966900,66,2024,12,1,5.4,0.5,0.1,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-03,1926400,55,2024,12,3,4.4,3.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-04,1864500,36,2024,12,4,2.9,2.0,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-05,1185700,34,2024,12,5,5.6,2.9,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-06,1614700,51,2024,12,6,5.1,3.2,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-07,2016400,66,2024,12,7,0.9,2.1,0.1,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-08,1967600,66,2024,12,8,1.2,3.6,0.1,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-10,1636200,37,2024,12,10,2.7,2.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-11,1621500,47,2024,12,11,4.6,3.0,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-12,1313200,48,2024,12,12,2.4,3.5,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-13,2366700,76,2024,12,13,1.6,3.2,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-14,2103400,72,2024,12,14,0.0,3.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-15,2004400,67,2024,12,15,2.4,2.0,0.3,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-16,406400,1,2024,12,16,1.8,1.9,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-17,1398100,45,2024,12,17,1.7,2.1,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-18,2073500,46,2024,12,18,-0.7,3.6,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-19,2380000,46,2024,12,19,-1.5,2.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-20,1935500,58,2024,12,20,-0.5,1.2,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-21,2044600,67,2024,12,21,1.2,3.5,0.8,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-22,2150900,74,2024,12,22,-1.4,4.5,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-24,3226400,87,2024,12,24,1.7,2.7,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-25,2632000,71,2024,12,25,0.6,1.5,0.0,1.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-26,1561100,35,2024,12,26,2.3,3.5,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-27,2533100,43,2024,12,27,0.8,3.8,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-28,2251600,69,2024,12,28,-1.3,3.6,1.6,0.0,467,65.0,189,162,65.0,437.0,2024-12
