정산일자,총 매출금액,총 주문건수,파일명
24-04-02,1220800,40,[2024-04] 월간 정산.xlsx
24-04-03,794100,28,[2024-04] 월간 정산.xlsx
24-04-04,544900,18,[2024-04] 월간 정산.xlsx
24-04-05,1249500,36,[2024-04] 월간 정산.xlsx
24-04-06,1462300,48,[2024-04] 월간 정산.xlsx
24-04-07,1493100,53,[2024-04] 월간 정산.xlsx
24-04-08,804500,27,[2024-04] 월간 정산.xlsx
24-04-09,1471900,49,[2024-04] 월간 정산.xlsx
24-04-10,1059300,39,[2024-04] 월간 정산.xlsx
24-04-11,381500,14,[2024-04] 월간 정산.xlsx
24-04-12,1171000,41,[2024-04] 월간 정산.xlsx
24-04-13,1315200,47,[2024-04] 월간 정산.xlsx
24-04-14,1817300,61,[2024-04] 월간 정산.xlsx
24-04-15,1042200,36,[2024-04] 월간 정산.xlsx
24-04-16,1322100,38,[2024-04] 월간 정산.xlsx
24-04-17,585700,19,[2024-04] 월간 정산.xlsx
24-04-18,0,0,[2024-04] 월간 정산.xlsx
24-04-19,1196200,40,[2024-04] 월간 정산.xlsx
24-04-20,2007800,69,[2024-04] 월간 정산.xlsx
24-04-21,1487500,49,[2024-04] 월간 정산.xlsx
24-04-22,894200,26,[2024-04] 월간 정산.xlsx
24-04-23,1504800,45,[2024-04] 월간 정산.xlsx
24-04-24,875600,30,[2024-04] 월간 정산.xlsx
24-04-25,0,0,[2024-04] 월간 정산.xlsx
24-04-26,2057100,49,[2024-04] 월간 정산.xlsx
24-04-27,1433400,51,[2024-04] 월간 정산.xlsx
24-04-28,1740000,56,[2024-04] 월간 정산.xlsx
24-04-29,1308200,43,[2024-04] 월간 정산.xlsx
24-04-30,1697600,55,[2024-04] 월간 정산.xlsx
합계,35231000,1144,[2024-04] 월간 정산.xlsx
24-05-01,1947300,47,[2024-05] 월간 정산.xlsx
24-05-02,750300,25,[2024-05] 월간 정산.xlsx
24-05-03,2374100,58,[2024-05] 월간 정산.xlsx
24-05-04,2055800,66,[2024-05] 월간 정산.xlsx
24-05-05,2315700,72,[2024-05] 월간 정산.xlsx
24-05-06,960200,34,[2024-05] 월간 정산.xlsx
24-05-07,1911900,57,[2024-05] 월간 정산.xlsx
24-05-08,1273000,35,[2024-05] 월간 정산.xlsx
24-05-09,0,0,[2024-05] 월간 정산.xlsx
24-05-10,1313500,43,[2024-05] 월간 정산.xlsx
24-05-11,1799800,46,[2024-05] 월간 정산.xlsx
24-05-12,1616400,54,[2024-05] 월간 정산.xlsx
24-05-13,609000,20,[2024-05] 월간 정산.xlsx
24-05-14,1617600,55,[2024-05] 월간 정산.xlsx
24-05-15,1837300,63,[2024-05] 월간 정산.xlsx
24-05-16,0,0,[2024-05] 월간 정산.xlsx
24-05-17,988300,33,[2024-05] 월간 정산.xlsx
24-05-18,2014700,63,[2024-05] 월간 정산.xlsx
24-05-19,1270300,46,[2024-05] 월간 정산.xlsx
24-05-20,1126500,33,[2024-05] 월간 정산.xlsx
24-05-21,1834000,46,[2024-05] 월간 정산.xlsx
24-05-22,1088400,32,[2024-05] 월간 정산.xlsx
24-05-23,0,0,[2024-05] 월간 정산.xlsx
24-05-24,1696800,52,[2024-05] 월간 정산.xlsx
24-05-25,1631600,53,[2024-05] 월간 정산.xlsx
24-05-26,1965100,68,[2024-05] 월간 정산.xlsx
24-05-27,1264400,35,[2024-05] 월간 정산.xlsx
24-05-28,1656400,43,[2024-05] 월간 정산.xlsx
24-05-29,1108300,33,[2024-05] 월간 정산.xlsx
24-05-30,0,0,[2024-05] 월간 정산.xlsx
24-05-31,1411800,51,[2024-05] 월간 정산.xlsx
합계,41438500,1263,[2024-05] 월간 정산.xlsx
24-06-01,1474400,50,[2024-06] 월간 정산.xlsx
24-06-02,1944300,67,[2024-06] 월간 정산.xlsx
24-06-03,0,0,[2024-06] 월간 정산.xlsx
24-06-04,1557900,44,[2024-06] 월간 정산.xlsx
24-06-05,1452100,44,[2024-06] 월간 정산.xlsx
24-06-06,1222900,45,[2024-06] 월간 정산.xlsx
24-06-07,1126700,40,[2024-06] 월간 정산.xlsx
24-06-08,1622000,61,[2024-06] 월간 정산.xlsx
24-06-09,1619900,59,[2024-06] 월간 정산.xlsx
24-06-10,937000,30,[2024-06] 월간 정산.xlsx
24-06-11,1562900,52,[2024-06] 월간 정산.xlsx
24-06-12,1363100,42,[2024-06] 월간 정산.xlsx
24-06-13,348600,1,[2024-06] 월간 정산.xlsx
24-06-14,0,0,[2024-06] 월간 정산.xlsx
24-06-15,1925500,67,[2024-06] 월간 정산.xlsx
24-06-16,1335900,50,[2024-06] 월간 정산.xlsx
24-06-17,1478600,44,[2024-06] 월간 정산.xlsx
24-06-18,1276900,46,[2024-06] 월간 정산.xlsx
24-06-19,1387900,47,[2024-06] 월간 정산.xlsx
24-06-20,1255100,45,[2024-06] 월간 정산.xlsx
24-06-21,1284500,48,[2024-06] 월간 정산.xlsx
24-06-22,1915600,70,[2024-06] 월간 정산.xlsx
24-06-23,1956900,70,[2024-06] 월간 정산.xlsx
24-06-24,802300,31,[2024-06] 월간 정산.xlsx
24-06-25,1239200,41,[2024-06] 월간 정산.xlsx
24-06-26,1006400,34,[2024-06] 월간 정산.xlsx
24-06-27,0,0,[2024-06] 월간 정산.xlsx
24-06-28,1746400,57,[2024-06] 월간 정산.xlsx
24-06-29,1952800,66,[2024-06] 월간 정산.xlsx
24-06-30,1661000,60,[2024-06] 월간 정산.xlsx
합계,38456800,1311,[2024-06] 월간 정산.xlsx
24-07-01,840400,31,[2024-07] 월간 정산.xlsx
24-07-02,1098700,40,[2024-07] 월간 정산.xlsx
24-07-03,1301900,46,[2024-07] 월간 정산.xlsx
24-07-04,0,0,[2024-07] 월간 정산.xlsx
24-07-05,1864000,55,[2024-07] 월간 정산.xlsx
24-07-06,1887600,62,[2024-07] 월간 정산.xlsx
24-07-07,1730900,58,[2024-07] 월간 정산.xlsx
24-07-08,0,0,[2024-07] 월간 정산.xlsx
24-07-09,1582600,48,[2024-07] 월간 정산.xlsx
24-07-10,1133200,41,[2024-07] 월간 정산.xlsx
24-07-11,1342100,45,[2024-07] 월간 정산.xlsx
24-07-12,1880600,54,[2024-07] 월간 정산.xlsx
24-07-13,1685500,59,[2024-07] 월간 정산.xlsx
24-07-14,1826900,64,[2024-07] 월간 정산.xlsx
24-07-15,0,0,[2024-07] 월간 정산.xlsx
24-07-16,2038700,51,[2024-07] 월간 정산.xlsx
24-07-17,1669000,42,[2024-07] 월간 정산.xlsx
24-07-18,1144500,36,[2024-07] 월간 정산.xlsx
24-07-19,1508700,52,[2024-07] 월간 정산.xlsx
24-07-20,1292000,45,[2024-07] 월간 정산.xlsx
24-07-21,1616300,55,[2024-07] 월간 정산.xlsx
24-07-22,853400,18,[2024-07] 월간 정산.xlsx
24-07-23,1453400,45,[2024-07] 월간 정산.xlsx
24-07-24,1271100,39,[2024-07] 월간 정산.xlsx
24-07-25,1739800,58,[2024-07] 월간 정산.xlsx
24-07-26,1474800,53,[2024-07] 월간 정산.xlsx
24-07-27,1543300,54,[2024-07] 월간 정산.xlsx
24-07-28,2260600,61,[2024-07] 월간 정산.xlsx
24-07-29,0,0,[2024-07] 월간 정산.xlsx
24-07-30,1716900,55,[2024-07] 월간 정산.xlsx
24-07-31,1353800,39,[2024-07] 월간 정산.xlsx
합계,41110700,1306,[2024-07] 월간 정산.xlsx
24-08-01,1176000,35,[2024-08] 월간 정산.xlsx
24-08-02,1434800,51,[2024-08] 월간 정산.xlsx
24-08-03,1528000,53,[2024-08] 월간 정산.xlsx
24-08-04,2165900,78,[2024-08] 월간 정산.xlsx
24-08-05,0,0,[2024-08] 월간 정산.xlsx
24-08-06,1621800,59,[2024-08] 월간 정산.xlsx
24-08-07,1866300,67,[2024-08] 월간 정산.xlsx
24-08-08,1220900,41,[2024-08] 월간 정산.xlsx
24-08-09,1415900,49,[2024-08] 월간 정산.xlsx
24-08-10,1155100,40,[2024-08] 월간 정산.xlsx
24-08-11,2339000,83,[2024-08] 월간 정산.xlsx
24-08-12,0,0,[2024-08] 월간 정산.xlsx
24-08-13,1788000,60,[2024-08] 월간 정산.xlsx
24-08-14,1996600,67,[2024-08] 월간 정산.xlsx
24-08-15,1028500,35,[2024-08] 월간 정산.xlsx
24-08-16,1175500,42,[2024-08] 월간 정산.xlsx
24-08-17,2240000,73,[2024-08] 월간 정산.xlsx
24-08-18,1480600,52,[2024-08] 월간 정산.xlsx
24-08-19,769500,28,[2024-08] 월간 정산.xlsx
24-08-20,1286700,43,[2024-08] 월간 정산.xlsx
24-08-21,1612800,42,[2024-08] 월간 정산.xlsx
24-08-22,0,0,[2024-08] 월간 정산.xlsx
24-08-23,1171200,41,[2024-08] 월간 정산.xlsx
24-08-24,1800700,59,[2024-08] 월간 정산.xlsx
24-08-25,1923700,68,[2024-08] 월간 정산.xlsx
24-08-26,972800,34,[2024-08] 월간 정산.xlsx
24-08-27,1567900,52,[2024-08] 월간 정산.xlsx
24-08-28,1202200,44,[2024-08] 월간 정산.xlsx
24-08-29,0,0,[2024-08] 월간 정산.xlsx
24-08-30,1503400,51,[2024-08] 월간 정산.xlsx
24-08-31,2281900,84,[2024-08] 월간 정산.xlsx
합계,41725700,1431,[2024-08] 월간 정산.xlsx
24-09-01,1706300,60,[2024-09] 월간 정산.xlsx
24-09-02,936800,35,[2024-09] 월간 정산.xlsx
24-09-03,1340000,41,[2024-09] 월간 정산.xlsx
24-09-04,1225000,43,[2024-09] 월간 정산.xlsx
24-09-05,0,0,[2024-09] 월간 정산.xlsx
24-09-06,1533900,56,[2024-09] 월간 정산.xlsx
24-09-07,2184700,72,[2024-09] 월간 정산.xlsx
24-09-08,2023500,68,[2024-09] 월간 정산.xlsx
24-09-09,0,0,[2024-09] 월간 정산.xlsx
24-09-10,1659400,55,[2024-09] 월간 정산.xlsx
24-09-11,1399300,43,[2024-09] 월간 정산.xlsx
24-09-12,951400,34,[2024-09] 월간 정산.xlsx
24-09-13,1486500,49,[2024-09] 월간 정산.xlsx
24-09-14,1910600,63,[2024-09] 월간 정산.xlsx
24-09-15,1968000,64,[2024-09] 월간 정산.xlsx
24-09-16,2580400,78,[2024-09] 월간 정산.xlsx
24-09-17,3092200,98,[2024-09] 월간 정산.xlsx
24-09-18,1386800,43,[2024-09] 월간 정산.xlsx
24-09-19,0,0,[2024-09] 월간 정산.xlsx
24-09-20,0,0,[2024-09] 월간 정산.xlsx
24-09-21,1094600,35,[2024-09] 월간 정산.xlsx
24-09-22,1983400,69,[2024-09] 월간 정산.xlsx
24-09-23,1098000,35,[2024-09] 월간 정산.xlsx
24-09-24,1371500,43,[2024-09] 월간 정산.xlsx
24-09-25,1668700,37,[2024-09] 월간 정산.xlsx
24-09-26,916400,19,[2024-09] 월간 정산.xlsx
24-09-27,989500,32,[2024-09] 월간 정산.xlsx
24-09-28,1560500,49,[2024-09] 월간 정산.xlsx
24-09-29,1898700,58,[2024-09] 월간 정산.xlsx
24-09-30,0,0,[2024-09] 월간 정산.xlsx
합계,39966100,1279,[2024-09] 월간 정산.xlsx
24-10-01,1775900,58,[2024-10] 월간 정산.xlsx
24-10-02,1445100,50,[2024-10] 월간 정산.xlsx
24-10-03,1643500,56,[2024-10] 월간 정산.xlsx
24-10-04,1487500,48,[2024-10] 월간 정산.xlsx
24-10-05,2188500,63,[2024-10] 월간 정산.xlsx
24-10-06,1695500,55,[2024-10] 월간 정산.xlsx
24-10-07,940100,30,[2024-10] 월간 정산.xlsx
24-10-08,1463700,43,[2024-10] 월간 정산.xlsx
24-10-09,1511100,48,[2024-10] 월간 정산.xlsx
24-10-10,512300,17,[2024-10] 월간 정산.xlsx
24-10-11,1779000,56,[2024-10] 월간 정산.xlsx
24-10-12,1596200,58,[2024-10] 월간 정산.xlsx
24-10-13,2130200,73,[2024-10] 월간 정산.xlsx
24-10-14,0,0,[2024-10] 월간 정산.xlsx
24-10-15,1801300,63,[2024-10] 월간 정산.xlsx
24-10-16,1213100,36,[2024-10] 월간 정산.xlsx
24-10-17,1692200,34,[2024-10] 월간 정산.xlsx
24-10-18,1417300,46,[2024-10] 월간 정산.xlsx
24-10-19,1222700,41,[2024-10] 월간 정산.xlsx
24-10-20,2043000,61,[2024-10] 월간 정산.xlsx
24-10-21,1453500,39,[2024-10] 월간 정산.xlsx
24-10-22,1349400,47,[2024-10] 월간 정산.xlsx
24-10-23,1607100,46,[2024-10] 월간 정산.xlsx
24-10-24,0,0,[2024-10] 월간 정산.xlsx
24-10-25,1800300,55,[2024-10] 월간 정산.xlsx
24-10-26,2151300,70,[2024-10] 월간 정산.xlsx
24-10-27,2300200,64,[2024-10] 월간 정산.xlsx
24-10-28,0,0,[2024-10] 월간 정산.xlsx
24-10-29,1524200,44,[2024-10] 월간 정산.xlsx
24-10-30,2130000,32,[2024-10] 월간 정산.xlsx
24-10-31,1623000,33,[2024-10] 월간 정산.xlsx
합계,45497200,1366,[2024-10] 월간 정산.xlsx
24-11-01,2219800,63,[2024-11] 월간 정산.xlsx
24-11-02,2214900,67,[2024-11] 월간 정산.xlsx
24-11-03,2623700,88,[2024-11] 월간 정산.xlsx
24-11-04,0,0,[2024-11] 월간 정산.xlsx
24-11-05,1201000,32,[2024-11] 월간 정산.xlsx
24-11-06,2121500,54,[2024-11] 월간 정산.xlsx
24-11-07,1623100,44,[2024-11] 월간 정산.xlsx
24-11-08,1792900,46,[2024-11] 월간 정산.xlsx
24-11-09,1691900,59,[2024-11] 월간 정산.xlsx
24-11-10,1967700,65,[2024-11] 월간 정산.xlsx
24-11-11,0,0,[2024-11] 월간 정산.xlsx
24-11-12,1427400,44,[2024-11] 월간 정산.xlsx
24-11-13,1004500,35,[2024-11] 월간 정산.xlsx
24-11-14,1319700,44,[2024-11] 월간 정산.xlsx
24-11-15,1978000,58,[2024-11] 월간 정산.xlsx
24-11-16,1624900,51,[2024-11] 월간 정산.xlsx
24-11-17,2026100,68,[2024-11] 월간 정산.xlsx
24-11-18,0,0,[2024-11] 월간 정산.xlsx
24-11-19,1876400,58,[2024-11] 월간 정산.xlsx
24-11-20,1452300,49,[2024-11] 월간 정산.xlsx
24-11-21,1483100,45,[2024-11] 월간 정산.xlsx
24-11-22,1481500,44,[2024-11] 월간 정산.xlsx
24-11-23,2204200,70,[2024-11] 월간 정산.xlsx
24-11-24,2193800,77,[2024-11] 월간 정산.xlsx
24-11-25,601700,4,[2024-11] 월간 정산.xlsx
24-11-26,1547500,48,[2024-11] 월간 정산.xlsx
24-11-27,1532500,52,[2024-11] 월간 정산.xlsx
24-11-28,0,0,[2024-11] 월간 정산.xlsx
24-11-29,2160700,55,[2024-11] 월간 정산.xlsx
24-11-30,2140600,68,[2024-11] 월간 정산.xlsx
합계,45511400,1388,[2024-11] 월간 정산.xlsx
24-12-01,1966900,66,[2024-12] 월간 정산.xlsx
24-12-02,0,0,[2024-12] 월간 정산.xlsx
24-12-03,1926400,55,[2024-12] 월간 정산.xlsx
24-12-04,1864500,36,[2024-12] 월간 정산.xlsx
24-12-05,1185700,34,[2024-12] 월간 정산.xlsx
24-12-06,1614700,51,[2024-12] 월간 정산.xlsx
24-12-07,2016400,66,[2024-12] 월간 정산.xlsx
24-12-08,1967600,66,[2024-12] 월간 정산.xlsx
24-12-09,0,0,[2024-12] 월간 정산.xlsx
24-12-10,1636200,37,[2024-12] 월간 정산.xlsx
24-12-11,1621500,47,[2024-12] 월간 정산.xlsx
24-12-12,1313200,48,[2024-12] 월간 정산.xlsx
24-12-13,2366700,76,[2024-12] 월간 정산.xlsx
24-12-14,2103400,72,[2024-12] 월간 정산.xlsx
24-12-15,2004400,67,[2024-12] 월간 정산.xlsx
24-12-16,406400,1,[2024-12] 월간 정산.xlsx
24-12-17,1398100,45,[2024-12] 월간 정산.xlsx
24-12-18,2073500,46,[2024-12] 월간 정산.xlsx
24-12-19,2380000,46,[2024-12] 월간 정산.xlsx
24-12-20,1935500,58,[2024-12] 월간 정산.xlsx
24-12-21,2044600,67,[2024-12] 월간 정산.xlsx
24-12-22,2150900,74,[2024-12] 월간 정산.xlsx
24-12-23,0,0,[2024-12] 월간 정산.xlsx
24-12-24,3226400,87,[2024-12] 월간 정산.xlsx
24-12-25,2632000,71,[2024-12] 월간 정산.xlsx
24-12-26,1561100,35,[2024-12] 월간 정산.xlsx
24-12-27,2533100,43,[2024-12] 월간 정산.xlsx
24-12-28,2251600,69,[2024-12] 월간 정산.xlsx
24-12-29,1625400,58,[2024-12] 월간 정산.xlsx
24-12-30,0,0,[2024-12] 월간 정산.xlsx
24-12-31,2598800,81,[2024-12] 월간 정산.xlsx
합계,52405000,1502,[2024-12] 월간 정산.xlsx
25-01-01,2175200,72,[2025-01] 월간 정산.xlsx
25-01-02,0,0,[2025-01] 월간 정산.xlsx
25-01-03,1639100,41,[2025-01] 월간 정산.xlsx
25-01-04,2228700,67,[2025-01] 월간 정산.xlsx
25-01-05,1962800,67,[2025-01] 월간 정산.xlsx
25-01-06,0,0,[2025-01] 월간 정산.xlsx
25-01-07,2066400,61,[2025-01] 월간 정산.xlsx
25-01-08,1810500,50,[2025-01] 월간 정산.xlsx
25-01-09,1227900,35,[2025-01] 월간 정산.xlsx
25-01-10,2045200,68,[2025-01] 월간 정산.xlsx
25-01-11,1720800,53,[2025-01] 월간 정산.xlsx
25-01-12,1887600,66,[2025-01] 월간 정산.xlsx
25-01-13,0,0,[2025-01] 월간 정산.xlsx
25-01-14,3411000,55,[2025-01] 월간 정산.xlsx
25-01-15,1864200,61,[2025-01] 월간 정산.xlsx
25-01-16,1232400,43,[2025-01] 월간 정산.xlsx
25-01-17,1333000,47,[2025-01] 월간 정산.xlsx
25-01-18,1433200,48,[2025-01] 월간 정산.xlsx
25-01-19,1973500,69,[2025-01] 월간 정산.xlsx
25-01-20,0,0,[2025-01] 월간 정산.xlsx
25-01-21,1285100,43,[2025-01] 월간 정산.xlsx
25-01-22,1907400,40,[2025-01] 월간 정산.xlsx
25-01-23,1172900,39,[2025-01] 월간 정산.xlsx
25-01-24,1593000,49,[2025-01] 월간 정산.xlsx
25-01-25,1908100,63,[2025-01] 월간 정산.xlsx
25-01-26,2017600,71,[2025-01] 월간 정산.xlsx
25-01-27,1790700,58,[2025-01] 월간 정산.xlsx
25-01-28,1959600,57,[2025-01] 월간 정산.xlsx
25-01-29,2735500,82,[2025-01] 월간 정산.xlsx
25-01-30,1674200,52,[2025-01] 월간 정산.xlsx
25-01-31,2174000,65,[2025-01] 월간 정산.xlsx
합계,50229600,1522,[2025-01] 월간 정산.xlsx
25-02-01,1947100,60,[2025-02] 월간 정산.xlsx
25-02-02,1733100,38,[2025-02] 월간 정산.xlsx
25-02-03,0,0,[2025-02] 월간 정산.xlsx
25-02-04,2369600,70,[2025-02] 월간 정산.xlsx
25-02-05,1526800,48,[2025-02] 월간 정산.xlsx
25-02-06,0,0,[2025-02] 월간 정산.xlsx
25-02-07,447000,3,[2025-02] 월간 정산.xlsx
25-02-08,2389900,80,[2025-02] 월간 정산.xlsx
25-02-09,1967600,66,[2025-02] 월간 정산.xlsx
25-02-10,0,0,[2025-02] 월간 정산.xlsx
25-02-11,1347500,47,[2025-02] 월간 정산.xlsx
25-02-12,1535000,43,[2025-02] 월간 정산.xlsx
25-02-13,1937400,53,[2025-02] 월간 정산.xlsx
25-02-14,1363500,47,[2025-02] 월간 정산.xlsx
25-02-15,824500,29,[2025-02] 월간 정산.xlsx
25-02-16,1841700,62,[2025-02] 월간 정산.xlsx
25-02-17,0,0,[2025-02] 월간 정산.xlsx
25-02-18,1703500,56,[2025-02] 월간 정산.xlsx
25-02-19,1944700,63,[2025-02] 월간 정산.xlsx
25-02-20,1785300,62,[2025-02] 월간 정산.xlsx
25-02-21,1744300,62,[2025-02] 월간 정산.xlsx
25-02-22,1693100,58,[2025-02] 월간 정산.xlsx
25-02-23,2298000,76,[2025-02] 월간 정산.xlsx
25-02-24,0,0,[2025-02] 월간 정산.xlsx
25-02-25,1303900,47,[2025-02] 월간 정산.xlsx
25-02-26,1479400,51,[2025-02] 월간 정산.xlsx
25-02-27,2148100,58,[2025-02] 월간 정산.xlsx
25-02-28,1942200,61,[2025-02] 월간 정산.xlsx
합계,39273200,1240,[2025-02] 월간 정산.xlsx
25-03-01,1659900,56,[2025-03] 월간 정산.xlsx
25-03-02,2300500,81,[2025-03] 월간 정산.xlsx
25-03-03,1322700,42,[2025-03] 월간 정산.xlsx
25-03-04,1568500,51,[2025-03] 월간 정산.xlsx
25-03-05,1300600,46,[2025-03] 월간 정산.xlsx
25-03-06,1348900,41,[2025-03] 월간 정산.xlsx
25-03-07,1537000,53,[2025-03] 월간 정산.xlsx
25-03-08,2082600,63,[2025-03] 월간 정산.xlsx
25-03-09,1963000,67,[2025-03] 월간 정산.xlsx
25-03-10,0,0,[2025-03] 월간 정산.xlsx
25-03-11,1346100,45,[2025-03] 월간 정산.xlsx
25-03-12,1120200,39,[2025-03] 월간 정산.xlsx
25-03-13,1375600,39,[2025-03] 월간 정산.xlsx
25-03-14,1813500,63,[2025-03] 월간 정산.xlsx
25-03-15,2217600,80,[2025-03] 월간 정산.xlsx
25-03-16,2182200,77,[2025-03] 월간 정산.xlsx
25-03-17,0,0,[2025-03] 월간 정산.xlsx
25-03-18,2102500,59,[2025-03] 월간 정산.xlsx
25-03-19,1405200,46,[2025-03] 월간 정산.xlsx
25-03-20,1388200,39,[2025-03] 월간 정산.xlsx
25-03-21,1552000,56,[2025-03] 월간 정산.xlsx
25-03-22,2196200,58,[2025-03] 월간 정산.xlsx
25-03-23,2311600,80,[2025-03] 월간 정산.xlsx
25-03-24,931400,32,[2025-03] 월간 정산.xlsx
25-03-25,1873500,50,[2025-03] 월간 정산.xlsx
25-03-26,1016000,33,[2025-03] 월간 정산.xlsx
25-03-27,891800,30,[2025-03] 월간 정산.xlsx
25-03-28,1806500,56,[2025-03] 월간 정산.xlsx
25-03-29,2138200,71,[2025-03] 월간 정산.xlsx
25-03-30,2147900,78,[2025-03] 월간 정산.xlsx
25-03-31,0,0,[2025-03] 월간 정산.xlsx
합계,46899900,1531,[2025-03] 월간 정산.xlsx
25-04-01,1519400,52,[2025-04] 월간 정산.xlsx
25-04-02,1569800,53,[2025-04] 월간 정산.xlsx
25-04-03,1564900,50,[2025-04] 월간 정산.xlsx
25-04-04,2191500,67,[2025-04] 월간 정산.xlsx
25-04-05,2136900,71,[2025-04] 월간 정산.xlsx
25-04-06,2263900,82,[2025-04] 월간 정산.xlsx
25-04-07,0,0,[2025-04] 월간 정산.xlsx
25-04-08,2105200,60,[2025-04] 월간 정산.xlsx
25-04-09,1199000,43,[2025-04] 월간 정산.xlsx
25-04-10,1893400,46,[2025-04] 월간 정산.xlsx
25-04-11,1392900,48,[2025-04] 월간 정산.xlsx
25-04-12,2237500,77,[2025-04] 월간 정산.xlsx
25-04-13,2499300,81,[2025-04] 월간 정산.xlsx
25-04-14,0,0,[2025-04] 월간 정산.xlsx
25-04-15,1629100,53,[2025-04] 월간 정산.xlsx
25-04-16,2087600,68,[2025-04] 월간 정산.xlsx
25-04-17,356900,14,[2025-04] 월간 정산.xlsx
25-04-18,0,0,[2025-04] 월간 정산.xlsx
25-04-19,0,0,[2025-04] 월간 정산.xlsx
25-04-20,0,0,[2025-04] 월간 정산.xlsx
25-04-21,0,0,[2025-04] 월간 정산.xlsx
25-04-22,0,0,[2025-04] 월간 정산.xlsx
25-04-23,0,0,[2025-04] 월간 정산.xlsx
25-04-24,0,0,[2025-04] 월간 정산.xlsx
25-04-25,0,0,[2025-04] 월간 정산.xlsx
25-04-26,0,0,[2025-04] 월간 정산.xlsx
25-04-27,0,0,[2025-04] 월간 정산.xlsx
25-04-28,0,0,[2025-04] 월간 정산.xlsx
25-04-29,0,0,[2025-04] 월간 정산.xlsx
25-04-30,0,0,[2025-04] 월간 정산.xlsx
합계,26647300,865,[2025-04] 월간 정산.xlsx
